"日時","注文 ID","取引ID","ペア","売・買","注文数量","手数料","価格","ステータス","自己・媒介"
"2017/12/17 15:04:44","JFX20171217-060444-834622F","JEX20171217-060444-097476F","FX_BTC_JPY","買い","0.2553798","0","2,649,999","取引済","媒介"
"2017/12/17 15:04:44","JFX20171217-060444-834622F","JEX20171217-060444-097463F","FX_BTC_JPY","買い","0.1","0","2,649,980","取引済","媒介"
"2017/12/17 15:04:44","JFX20171217-060444-834622F","JEX20171217-060444-097459F","FX_BTC_JPY","買い","0.6446202","0","2,649,980","取引済","媒介"
"2017/12/17 13:22:34","JFX20171217-042234-635418F","JEX20171217-042234-370724F","FX_BTC_JPY","売り","3","0","2,471,630","取引済","媒介"
"2017/12/17 12:20:35","JFX20171217-031918-251296F","JEX20171217-032035-690378F","FX_BTC_JPY","買い","2.9266395","0","2,799,500","取引済","媒介"
"2017/12/17 12:20:35","JFX20171217-031918-251296F","JEX20171217-032035-690319F","FX_BTC_JPY","買い","0.0733605","0","2,799,500","取引済","媒介"
"2017/12/17 11:16:37","JFX20171217-020851-575316F","JEX20171217-021637-333698F","FX_BTC_JPY","売り","0.84141201","0","2,771,000","取引済","媒介"
"2017/12/17 11:16:37","JFX20171217-020851-575316F","JEX20171217-021637-333689F","FX_BTC_JPY","売り","0.28","0","2,771,000","取引済","媒介"
"2017/12/17 11:16:36","JFX20171217-020851-575316F","JEX20171217-021636-333627F","FX_BTC_JPY","売り","0.02","0","2,771,000","取引済","媒介"
"2017/12/17 11:16:36","JFX20171217-020851-575316F","JEX20171217-021636-333614F","FX_BTC_JPY","売り","0.1","0","2,771,000","取引済","媒介"
"2017/12/17 11:16:36","JFX20171217-020851-575316F","JEX20171217-021636-333604F","FX_BTC_JPY","売り","0.48","0","2,771,000","取引済","媒介"
"2017/12/17 11:16:35","JFX20171217-020851-575316F","JEX20171217-021635-333560F","FX_BTC_JPY","売り","0.4128","0","2,771,000","取引済","媒介"
"2017/12/17 11:16:34","JFX20171217-020851-575316F","JEX20171217-021634-333486F","FX_BTC_JPY","売り","0.01","0","2,771,000","取引済","媒介"
"2017/12/17 11:16:34","JFX20171217-020851-575316F","JEX20171217-021634-333478F","FX_BTC_JPY","売り","0.4964","0","2,771,000","取引済","媒介"
"2017/12/17 11:16:33","JFX20171217-020851-575316F","JEX20171217-021633-333426F","FX_BTC_JPY","売り","0.062857","0","2,771,000","取引済","媒介"
"2017/12/17 11:16:32","JFX20171217-020851-575316F","JEX20171217-021632-333368F","FX_BTC_JPY","売り","0.05","0","2,771,000","取引済","媒介"
"2017/12/17 11:16:32","JFX20171217-020851-575316F","JEX20171217-021632-333351F","FX_BTC_JPY","売り","0.24653099","0","2,771,000","取引済","媒介"
"2017/12/17 09:09:33","JFX20171216-233622-079836F","JEX20171217-000933-727925F","FX_BTC_JPY","買い","0.25958945","0","2,720,100","取引済","媒介"
"2017/12/17 09:09:33","JFX20171216-233622-079836F","JEX20171217-000933-727910F","FX_BTC_JPY","買い","0.098","0","2,720,100","取引済","媒介"
"2017/12/17 09:09:33","JFX20171216-233622-079836F","JEX20171217-000933-727907F","FX_BTC_JPY","買い","0.02","0","2,720,100","取引済","媒介"
"2017/12/17 09:09:33","JFX20171216-233622-079836F","JEX20171217-000933-727895F","FX_BTC_JPY","買い","0.11","0","2,720,100","取引済","媒介"
"2017/12/17 09:09:32","JFX20171216-233622-079836F","JEX20171217-000932-727889F","FX_BTC_JPY","買い","0.18427","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:03","JFX20171216-233622-079836F","JEX20171216-234103-593312F","FX_BTC_JPY","買い","0.011","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:03","JFX20171216-233622-079836F","JEX20171216-234103-593303F","FX_BTC_JPY","買い","0.011","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:03","JFX20171216-233622-079836F","JEX20171216-234103-593292F","FX_BTC_JPY","買い","0.011","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:03","JFX20171216-233622-079836F","JEX20171216-234103-593280F","FX_BTC_JPY","買い","1","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:03","JFX20171216-233622-079836F","JEX20171216-234103-593275F","FX_BTC_JPY","買い","0.011","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:03","JFX20171216-233622-079836F","JEX20171216-234103-593262F","FX_BTC_JPY","買い","0.007","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:03","JFX20171216-233622-079836F","JEX20171216-234103-593256F","FX_BTC_JPY","買い","0.011","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:03","JFX20171216-233622-079836F","JEX20171216-234103-593247F","FX_BTC_JPY","買い","0.08","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:03","JFX20171216-233622-079836F","JEX20171216-234103-593230F","FX_BTC_JPY","買い","0.521","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:02","JFX20171216-233622-079836F","JEX20171216-234102-593155F","FX_BTC_JPY","買い","0.011","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:02","JFX20171216-233622-079836F","JEX20171216-234102-593140F","FX_BTC_JPY","買い","0.135","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:02","JFX20171216-233622-079836F","JEX20171216-234102-593118F","FX_BTC_JPY","買い","0.07","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:01","JFX20171216-233622-079836F","JEX20171216-234101-593072F","FX_BTC_JPY","買い","0.011","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:01","JFX20171216-233622-079836F","JEX20171216-234101-593065F","FX_BTC_JPY","買い","0.011","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:01","JFX20171216-233622-079836F","JEX20171216-234101-593058F","FX_BTC_JPY","買い","0.011","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:01","JFX20171216-233622-079836F","JEX20171216-234101-593048F","FX_BTC_JPY","買い","0.2","0","2,720,100","取引済","媒介"
"2017/12/17 08:41:00","JFX20171216-233622-079836F","JEX20171216-234100-593037F","FX_BTC_JPY","買い","0.21614055","0","2,720,100","取引済","媒介"
"2017/12/17 06:51:30","JFX20171216-214106-871548F","JEX20171216-215130-961728F","FX_BTC_JPY","売り","0.36853709","0","2,688,000","取引済","媒介"
"2017/12/17 06:51:29","JFX20171216-214106-871548F","JEX20171216-215129-961714F","FX_BTC_JPY","売り","0.005","0","2,688,000","取引済","媒介"
"2017/12/17 06:51:28","JFX20171216-214106-871548F","JEX20171216-215128-961648F","FX_BTC_JPY","売り","0.07","0","2,688,000","取引済","媒介"
"2017/12/17 06:51:28","JFX20171216-214106-871548F","JEX20171216-215128-961639F","FX_BTC_JPY","売り","0.011","0","2,688,000","取引済","媒介"
"2017/12/17 06:51:28","JFX20171216-214106-871548F","JEX20171216-215128-961621F","FX_BTC_JPY","売り","0.002","0","2,688,000","取引済","媒介"
"2017/12/17 06:51:27","JFX20171216-214106-871548F","JEX20171216-215127-961586F","FX_BTC_JPY","売り","0.001","0","2,688,000","取引済","媒介"
"2017/12/17 06:51:27","JFX20171216-214106-871548F","JEX20171216-215127-961566F","FX_BTC_JPY","売り","0.001","0","2,688,000","取引済","媒介"
"2017/12/17 06:51:27","JFX20171216-214106-871548F","JEX20171216-215127-961555F","FX_BTC_JPY","売り","0.4","0","2,688,000","取引済","媒介"
"2017/12/17 06:51:27","JFX20171216-214106-871548F","JEX20171216-215127-961538F","FX_BTC_JPY","売り","0.5","0","2,688,000","取引済","媒介"
"2017/12/17 06:51:27","JFX20171216-214106-871548F","JEX20171216-215127-961522F","FX_BTC_JPY","売り","0.001","0","2,688,000","取引済","媒介"
"2017/12/17 06:51:27","JFX20171216-214106-871548F","JEX20171216-215127-961519F","FX_BTC_JPY","売り","0.001","0","2,688,000","取引済","媒介"
"2017/12/17 06:51:27","JFX20171216-214106-871548F","JEX20171216-215127-961502F","FX_BTC_JPY","売り","0.011","0","2,688,000","取引済","媒介"
"2017/12/17 06:51:26","JFX20171216-214106-871548F","JEX20171216-215126-961401F","FX_BTC_JPY","売り","1.62846291","0","2,688,000","取引済","媒介"
"2017/12/17 06:39:04","JFX20171216-213754-841811F","JEX20171216-213904-899359F","FX_BTC_JPY","買い","0.24899606","0","2,661,500","取引済","媒介"
"2017/12/17 06:39:03","JFX20171216-213754-841811F","JEX20171216-213903-899185F","FX_BTC_JPY","買い","0.4","0","2,661,500","取引済","媒介"
"2017/12/17 06:38:59","JFX20171216-213754-841811F","JEX20171216-213859-898966F","FX_BTC_JPY","買い","1.41340394","0","2,661,500","取引済","媒介"
"2017/12/17 06:38:56","JFX20171216-213754-841811F","JEX20171216-213856-898746F","FX_BTC_JPY","買い","0.001","0","2,661,500","取引済","媒介"
"2017/12/17 06:38:53","JFX20171216-213754-841811F","JEX20171216-213853-898628F","FX_BTC_JPY","買い","0.2856","0","2,661,500","取引済","媒介"
"2017/12/17 06:38:49","JFX20171216-213754-841811F","JEX20171216-213849-898371F","FX_BTC_JPY","買い","0.02","0","2,661,500","取引済","媒介"
"2017/12/17 06:38:49","JFX20171216-213754-841811F","JEX20171216-213849-898350F","FX_BTC_JPY","買い","0.5","0","2,661,500","取引済","媒介"
"2017/12/17 06:38:49","JFX20171216-213754-841811F","JEX20171216-213849-898349F","FX_BTC_JPY","買い","0.01","0","2,661,500","取引済","媒介"
"2017/12/17 06:38:49","JFX20171216-213754-841811F","JEX20171216-213849-898331F","FX_BTC_JPY","買い","0.02","0","2,661,500","取引済","媒介"
"2017/12/17 06:38:48","JFX20171216-213754-841811F","JEX20171216-213848-898312F","FX_BTC_JPY","買い","0.1","0","2,661,500","取引済","媒介"
"2017/12/17 06:38:48","JFX20171216-213754-841811F","JEX20171216-213848-898295F","FX_BTC_JPY","買い","0.001","0","2,661,500","取引済","媒介"
"2017/12/16 23:54:47","JFX20171216-143555-622975F","JEX20171216-145447-022144F","FX_BTC_JPY","売り","0.2802425","0","2,545,000","取引済","媒介"
"2017/12/16 23:54:47","JFX20171216-143555-622975F","JEX20171216-145447-022130F","FX_BTC_JPY","売り","0.6","0","2,545,000","取引済","媒介"
"2017/12/16 23:54:46","JFX20171216-143555-622975F","JEX20171216-145446-022015F","FX_BTC_JPY","売り","2.1197575","0","2,545,000","取引済","媒介"
"2017/12/16 23:34:43","JFX20171216-143211-576553F","JEX20171216-143443-889202F","FX_BTC_JPY","買い","3","0","2,535,000","取引済","媒介"
"2017/12/16 22:15:24","JFX20171216-121953-169414F","JEX20171216-131524-391762F","FX_BTC_JPY","売り","3","0","2,485,000","取引済","媒介"
"2017/12/16 21:18:55","JFX20171216-121723-141574F","JEX20171216-121854-089087F","FX_BTC_JPY","買い","0.78331067","0","2,462,000","取引済","媒介"
"2017/12/16 21:18:54","JFX20171216-121723-141574F","JEX20171216-121854-089077F","FX_BTC_JPY","買い","2.21668933","0","2,462,000","取引済","媒介"
"2017/12/16 21:11:13","JFX20171216-120922-057842F","JEX20171216-121113-041145F","FX_BTC_JPY","売り","0.84581325","0","2,468,000","取引済","媒介"
"2017/12/16 21:11:13","JFX20171216-120922-057842F","JEX20171216-121113-041139F","FX_BTC_JPY","売り","0.33","0","2,468,000","取引済","媒介"
"2017/12/16 21:11:13","JFX20171216-120922-057842F","JEX20171216-121113-041125F","FX_BTC_JPY","売り","0.8","0","2,468,000","取引済","媒介"
"2017/12/16 21:11:13","JFX20171216-120922-057842F","JEX20171216-121113-041116F","FX_BTC_JPY","売り","0.02418675","0","2,468,000","取引済","媒介"
"2017/12/16 20:48:50","JFX20171216-114530-798894F","JEX20171216-114850-907796F","FX_BTC_JPY","買い","0.26366724","0","2,456,000","取引済","媒介"
"2017/12/16 20:48:49","JFX20171216-114530-798894F","JEX20171216-114849-907744F","FX_BTC_JPY","買い","0.5","0","2,456,000","取引済","媒介"
"2017/12/16 20:48:48","JFX20171216-114530-798894F","JEX20171216-114848-907683F","FX_BTC_JPY","買い","0.04","0","2,456,000","取引済","媒介"
"2017/12/16 20:48:43","JFX20171216-114530-798894F","JEX20171216-114843-907580F","FX_BTC_JPY","買い","0.258","0","2,456,000","取引済","媒介"
"2017/12/16 20:48:42","JFX20171216-114530-798894F","JEX20171216-114842-907539F","FX_BTC_JPY","買い","0.05","0","2,456,000","取引済","媒介"
"2017/12/16 20:48:42","JFX20171216-114530-798894F","JEX20171216-114842-907521F","FX_BTC_JPY","買い","0.1","0","2,456,000","取引済","媒介"
"2017/12/16 20:48:39","JFX20171216-114530-798894F","JEX20171216-114839-907234F","FX_BTC_JPY","買い","0.1","0","2,456,000","取引済","媒介"
"2017/12/16 20:48:39","JFX20171216-114530-798894F","JEX20171216-114839-907220F","FX_BTC_JPY","買い","0.68833276","0","2,456,000","取引済","媒介"
"2017/12/16 15:45:05","JFX20171215-121427-840517F","JEX20171216-064505-137058F","FX_BTC_JPY","売り","2","0","2,400,100","取引済","媒介"
"2017/12/15 20:56:20","JFX20171215-115326-585758F","JEX20171215-115620-805609F","FX_BTC_JPY","買い","2","0","2,385,000","取引済","媒介"
"2017/12/15 20:49:42","JFX20171215-114851-527512F","JEX20171215-114942-758250F","FX_BTC_JPY","売り","1.02344258","0","2,407,000","取引済","媒介"
"2017/12/15 20:49:42","JFX20171215-114851-527512F","JEX20171215-114942-758243F","FX_BTC_JPY","売り","0.01","0","2,407,000","取引済","媒介"
"2017/12/15 20:49:42","JFX20171215-114851-527512F","JEX20171215-114942-758231F","FX_BTC_JPY","売り","0.1","0","2,407,000","取引済","媒介"
"2017/12/15 20:49:42","JFX20171215-114851-527512F","JEX20171215-114942-758226F","FX_BTC_JPY","売り","0.16","0","2,407,000","取引済","媒介"
"2017/12/15 20:49:42","JFX20171215-114851-527512F","JEX20171215-114942-758212F","FX_BTC_JPY","売り","0.70655742","0","2,407,000","取引済","媒介"
"2017/12/15 20:46:27","JFX20171215-114627-497690F","JEX20171215-114627-732028F","FX_BTC_JPY","買い","0.99509397","0","2,386,853","取引済","媒介"
"2017/12/15 20:46:27","JFX20171215-114627-497690F","JEX20171215-114627-732014F","FX_BTC_JPY","買い","0.1283","0","2,386,809","取引済","媒介"
"2017/12/15 20:46:27","JFX20171215-114627-497690F","JEX20171215-114627-732000F","FX_BTC_JPY","買い","0.02","0","2,386,799","取引済","媒介"
"2017/12/15 20:46:27","JFX20171215-114627-497690F","JEX20171215-114627-731994F","FX_BTC_JPY","買い","0.00577703","0","2,386,799","取引済","媒介"
"2017/12/15 20:46:27","JFX20171215-114627-497690F","JEX20171215-114627-731981F","FX_BTC_JPY","買い","0.210829","0","2,386,580","取引済","媒介"
"2017/12/15 20:46:27","JFX20171215-114627-497690F","JEX20171215-114627-731978F","FX_BTC_JPY","買い","0.5","0","2,386,500","取引済","媒介"
"2017/12/15 20:46:27","JFX20171215-114627-497690F","JEX20171215-114627-731961F","FX_BTC_JPY","買い","0.1","0","2,385,999","取引済","媒介"
"2017/12/15 20:46:27","JFX20171215-114627-497690F","JEX20171215-114627-731954F","FX_BTC_JPY","買い","0.04","0","2,385,799","取引済","媒介"
"2017/12/15 20:39:54","JFX20171215-105613-891152F","JEX20171215-113954-683565F","FX_BTC_JPY","売り","2","0","2,378,000","取引済","媒介"
"2017/12/15 19:55:49","JFX20171215-105549-887658F","JEX20171215-105549-411464F","FX_BTC_JPY","買い","2","0","2,363,000","取引済","媒介"
"2017/12/15 19:32:24","JFX20171215-103224-616719F","JEX20171215-103224-242963F","FX_BTC_JPY","買い","0.149328","0","2,364,248","取引済","媒介"
"2017/12/15 19:32:24","JFX20171215-103224-616719F","JEX20171215-103224-242959F","FX_BTC_JPY","買い","0.850672","0","2,364,000","取引済","媒介"
"2017/12/15 19:14:24","JFX20171215-101424-427434F","JEX20171215-101424-125320F","FX_BTC_JPY","売り","0.95","0","2,340,000","取引済","媒介"
"2017/12/15 19:14:24","JFX20171215-101424-427434F","JEX20171215-101424-125311F","FX_BTC_JPY","売り","0.05","0","2,340,400","取引済","媒介"
"2017/12/15 18:59:15","JFX20171215-095838-247459F","JEX20171215-095915-021511F","FX_BTC_JPY","売り","0.64351812","0","2,318,670","取引済","媒介"
"2017/12/15 18:59:14","JFX20171215-095838-247459F","JEX20171215-095914-021478F","FX_BTC_JPY","売り","0.35","0","2,318,670","取引済","媒介"
"2017/12/15 18:59:14","JFX20171215-095838-247459F","JEX20171215-095914-021407F","FX_BTC_JPY","売り","0.001","0","2,318,670","取引済","媒介"
"2017/12/15 18:59:13","JFX20171215-095838-247459F","JEX20171215-095913-021398F","FX_BTC_JPY","売り","0.002","0","2,318,670","取引済","媒介"
"2017/12/15 18:59:13","JFX20171215-095838-247459F","JEX20171215-095913-021363F","FX_BTC_JPY","売り","0.00348188","0","2,318,670","取引済","媒介"
"2017/12/15 18:58:09","JFX20171215-095809-241826F","JEX20171215-095809-014106F","FX_BTC_JPY","買い","1","0","2,315,906","取引済","媒介"
"2017/12/15 18:52:46","JFX20171215-095246-185442F","JEX20171215-095246-980552F","FX_BTC_JPY","売り","2","0","2,295,624","取引済","媒介"
"2017/12/15 12:58:39","JFX20171215-035526-469559F","JEX20171215-035839-485444F","FX_BTC_JPY","買い","0.07039627","0","2,294,000","取引済","媒介"
"2017/12/15 12:58:32","JFX20171215-035526-469559F","JEX20171215-035832-485096F","FX_BTC_JPY","買い","0.9664788","0","2,294,000","取引済","媒介"
"2017/12/15 12:58:26","JFX20171215-035526-469559F","JEX20171215-035826-484605F","FX_BTC_JPY","買い","0.001","0","2,294,000","取引済","媒介"
"2017/12/15 12:58:26","JFX20171215-035526-469559F","JEX20171215-035826-484596F","FX_BTC_JPY","買い","0.96212493","0","2,294,000","取引済","媒介"
"2017/12/15 09:26:47","JFX20171214-164331-623182F","JEX20171215-002647-446099F","FX_BTC_JPY","売り","1.82589878","0","2,240,000","取引済","媒介"
"2017/12/15 09:26:47","JFX20171214-164331-623182F","JEX20171215-002647-446084F","FX_BTC_JPY","売り","0.10010122","0","2,240,000","取引済","媒介"
"2017/12/15 09:26:47","JFX20171214-164331-623182F","JEX20171215-002647-446077F","FX_BTC_JPY","売り","0.074","0","2,240,000","取引済","媒介"
"2017/12/15 00:18:41","JFX20171214-114435-399631F","JEX20171214-151841-862046F","FX_BTC_JPY","買い","1","0","2,195,000","取引済","媒介"
"2017/12/14 00:51:01","JFX20171213-153249-550233F","JEX20171213-155101-920397F","FX_BTC_JPY","売り","1","0","2,267,000","取引済","媒介"
"2017/12/14 00:32:21","JFX20171213-153055-526068F","JEX20171213-153221-824683F","FX_BTC_JPY","買い","1","0","2,260,000","取引済","媒介"
"2017/12/14 00:23:58","JFX20171213-152250-431022F","JEX20171213-152358-769208F","FX_BTC_JPY","売り","0.02969708","0","2,272,500","取引済","媒介"
"2017/12/14 00:23:58","JFX20171213-152250-431022F","JEX20171213-152358-769187F","FX_BTC_JPY","売り","1.52650013","0","2,272,500","取引済","媒介"
"2017/12/14 00:23:57","JFX20171213-152250-431022F","JEX20171213-152357-769134F","FX_BTC_JPY","売り","0.44380279","0","2,272,500","取引済","媒介"
"2017/12/13 22:56:53","JFX20171213-135527-535469F","JEX20171213-135653-368642F","FX_BTC_JPY","買い","0.08580294","0","2,271,500","取引済","媒介"
"2017/12/13 22:56:53","JFX20171213-135527-535469F","JEX20171213-135653-368638F","FX_BTC_JPY","買い","0.1","0","2,271,500","取引済","媒介"
"2017/12/13 22:56:53","JFX20171213-135527-535469F","JEX20171213-135653-368627F","FX_BTC_JPY","買い","0.001","0","2,271,500","取引済","媒介"
"2017/12/13 22:56:52","JFX20171213-135527-535469F","JEX20171213-135652-368612F","FX_BTC_JPY","買い","0.1","0","2,271,500","取引済","媒介"
"2017/12/13 22:56:52","JFX20171213-135527-535469F","JEX20171213-135652-368607F","FX_BTC_JPY","買い","1.5","0","2,271,500","取引済","媒介"
"2017/12/13 22:56:52","JFX20171213-135527-535469F","JEX20171213-135652-368592F","FX_BTC_JPY","買い","1.21319706","0","2,271,500","取引済","媒介"
"2017/12/13 21:07:27","JFX20171213-113632-996210F","JEX20171213-120727-727521F","FX_BTC_JPY","売り","0.46630023","0","2,255,000","取引済","媒介"
"2017/12/13 21:07:27","JFX20171213-113632-996210F","JEX20171213-120727-727519F","FX_BTC_JPY","売り","1.49999977","0","2,255,000","取引済","媒介"
"2017/12/13 21:07:27","JFX20171213-113632-996210F","JEX20171213-120727-727498F","FX_BTC_JPY","売り","0.0337","0","2,255,000","取引済","媒介"
"2017/12/13 20:31:36","JFX20171213-112653-898228F","JEX20171213-113136-565726F","FX_BTC_JPY","買い","0.79956859","0","2,233,000","取引済","媒介"
"2017/12/13 20:31:35","JFX20171213-112653-898228F","JEX20171213-113135-565647F","FX_BTC_JPY","買い","0.01","0","2,233,000","取引済","媒介"
"2017/12/13 20:31:34","JFX20171213-112653-898228F","JEX20171213-113134-565632F","FX_BTC_JPY","買い","0.08590252","0","2,233,000","取引済","媒介"
"2017/12/13 20:31:11","JFX20171213-112653-898228F","JEX20171213-113111-564385F","FX_BTC_JPY","買い","0.005","0","2,233,000","取引済","媒介"
"2017/12/13 20:31:11","JFX20171213-112653-898228F","JEX20171213-113111-564365F","FX_BTC_JPY","買い","0.01","0","2,233,000","取引済","媒介"
"2017/12/13 20:31:08","JFX20171213-112653-898228F","JEX20171213-113108-564247F","FX_BTC_JPY","買い","0.5","0","2,233,000","取引済","媒介"
"2017/12/13 20:31:08","JFX20171213-112653-898228F","JEX20171213-113108-564239F","FX_BTC_JPY","買い","0.001","0","2,233,000","取引済","媒介"
"2017/12/13 20:31:08","JFX20171213-112653-898228F","JEX20171213-113108-564227F","FX_BTC_JPY","買い","0.004","0","2,233,000","取引済","媒介"
"2017/12/13 20:31:07","JFX20171213-112653-898228F","JEX20171213-113107-564211F","FX_BTC_JPY","買い","0.58452889","0","2,233,000","取引済","媒介"
"2017/12/13 12:39:12","JFX20171213-032657-843307F","JEX20171213-033912-477278F","FX_BTC_JPY","売り","0.09850458","0","2,229,500","取引済","媒介"
"2017/12/13 12:39:12","JFX20171213-032657-843307F","JEX20171213-033912-477266F","FX_BTC_JPY","売り","0.701","0","2,229,500","取引済","媒介"
"2017/12/13 12:39:12","JFX20171213-032657-843307F","JEX20171213-033912-477224F","FX_BTC_JPY","売り","1.20049542","0","2,229,500","取引済","媒介"
"2017/12/13 12:24:54","JFX20171213-032454-821370F","JEX20171213-032454-395463F","FX_BTC_JPY","買い","0.973271","0","2,210,000","取引済","媒介"
"2017/12/13 12:24:54","JFX20171213-032454-821370F","JEX20171213-032454-395450F","FX_BTC_JPY","買い","0.191","0","2,210,000","取引済","媒介"
"2017/12/13 12:24:54","JFX20171213-032454-821370F","JEX20171213-032454-395424F","FX_BTC_JPY","買い","0.3","0","2,210,000","取引済","媒介"
"2017/12/13 12:24:54","JFX20171213-032454-821370F","JEX20171213-032454-395417F","FX_BTC_JPY","買い","0.01","0","2,210,000","取引済","媒介"
"2017/12/13 12:24:54","JFX20171213-032454-821370F","JEX20171213-032454-395409F","FX_BTC_JPY","買い","0.1","0","2,210,000","取引済","媒介"
"2017/12/13 12:24:54","JFX20171213-032454-821370F","JEX20171213-032454-395396F","FX_BTC_JPY","買い","0.2","0","2,209,500","取引済","媒介"
"2017/12/13 12:24:54","JFX20171213-032454-821370F","JEX20171213-032454-395382F","FX_BTC_JPY","買い","0.000729","0","2,209,219","取引済","媒介"
"2017/12/13 12:24:54","JFX20171213-032454-821370F","JEX20171213-032454-395370F","FX_BTC_JPY","買い","0.225","0","2,209,140","取引済","媒介"
"2017/12/13 09:07:19","JFX20171212-234215-484463F","JEX20171213-000719-364442F","FX_BTC_JPY","売り","2","0","2,284,000","取引済","媒介"
"2017/12/13 08:39:42","JFX20171212-233938-452443F","JEX20171212-233942-230101F","FX_BTC_JPY","買い","0.06900022","0","2,264,000","取引済","媒介"
"2017/12/13 08:39:42","JFX20171212-233938-452443F","JEX20171212-233942-230022F","FX_BTC_JPY","買い","0.77099978","0","2,264,000","取引済","媒介"
"2017/12/13 08:39:40","JFX20171212-233938-452443F","JEX20171212-233940-229919F","FX_BTC_JPY","買い","0.95","0","2,264,000","取引済","媒介"
"2017/12/13 08:39:39","JFX20171212-233938-452443F","JEX20171212-233939-229798F","FX_BTC_JPY","買い","0.1","0","2,264,000","取引済","媒介"
"2017/12/13 08:39:39","JFX20171212-233938-452443F","JEX20171212-233939-229789F","FX_BTC_JPY","買い","0.02","0","2,264,000","取引済","媒介"
"2017/12/13 08:39:38","JFX20171212-233938-452443F","JEX20171212-233938-229760F","FX_BTC_JPY","買い","0.09","0","2,264,000","取引済","媒介"
"2017/12/13 02:58:19","JFX20171212-160219-725032F","JEX20171212-175819-035651F","FX_BTC_JPY","売り","0.14742407","0","2,285,000","取引済","媒介"
"2017/12/13 02:58:19","JFX20171212-160219-725032F","JEX20171212-175819-035644F","FX_BTC_JPY","売り","0.09","0","2,285,000","取引済","自己"
"2017/12/13 02:58:19","JFX20171212-160219-725032F","JEX20171212-175819-035636F","FX_BTC_JPY","売り","0.5","0","2,285,000","取引済","媒介"
"2017/12/13 02:58:19","JFX20171212-160219-725032F","JEX20171212-175819-035623F","FX_BTC_JPY","売り","0.04","0","2,285,000","取引済","媒介"
"2017/12/13 02:58:19","JFX20171212-160219-725032F","JEX20171212-175819-035614F","FX_BTC_JPY","売り","0.04","0","2,285,000","取引済","媒介"
"2017/12/13 02:58:19","JFX20171212-160219-725032F","JEX20171212-175819-035604F","FX_BTC_JPY","売り","0.001","0","2,285,000","取引済","媒介"
"2017/12/13 02:58:19","JFX20171212-160219-725032F","JEX20171212-175819-035584F","FX_BTC_JPY","売り","0.5","0","2,285,000","取引済","媒介"
"2017/12/13 02:58:18","JFX20171212-160219-725032F","JEX20171212-175818-035575F","FX_BTC_JPY","売り","0.68157593","0","2,285,000","取引済","媒介"
"2017/12/12 07:06:28","JFX20171211-220136-663716F","JEX20171211-220628-552893F","FX_BTC_JPY","買い","2","0","2,241,000","取引済","媒介"
"2017/12/12 06:48:08","JFX20171211-213054-309600F","JEX20171211-214808-447997F","FX_BTC_JPY","売り","0.39057381","0","2,251,000","取引済","媒介"
"2017/12/12 06:48:07","JFX20171211-213054-309600F","JEX20171211-214807-447968F","FX_BTC_JPY","売り","0.001","0","2,251,000","取引済","媒介"
"2017/12/12 06:48:07","JFX20171211-213054-309600F","JEX20171211-214807-447952F","FX_BTC_JPY","売り","0.75000011","0","2,251,000","取引済","媒介"
"2017/12/12 06:48:07","JFX20171211-213054-309600F","JEX20171211-214807-447949F","FX_BTC_JPY","売り","0.50000021","0","2,251,000","取引済","媒介"
"2017/12/12 06:48:07","JFX20171211-213054-309600F","JEX20171211-214807-447939F","FX_BTC_JPY","売り","0.01","0","2,251,000","取引済","媒介"
"2017/12/12 06:48:06","JFX20171211-213054-309600F","JEX20171211-214806-447891F","FX_BTC_JPY","売り","0.34842587","0","2,251,000","取引済","媒介"
"2017/12/12 06:29:38","JFX20171211-212917-293288F","JEX20171211-212938-379755F","FX_BTC_JPY","買い","1.583","0","2,229,500","取引済","媒介"
"2017/12/12 06:29:38","JFX20171211-212917-293288F","JEX20171211-212938-379665F","FX_BTC_JPY","買い","0.004","0","2,229,500","取引済","媒介"
"2017/12/12 06:29:38","JFX20171211-212917-293288F","JEX20171211-212938-379656F","FX_BTC_JPY","買い","0.413","0","2,229,500","取引済","媒介"
"2017/12/11 23:15:02","JFX20171211-134937-476684F","JEX20171211-141502-368971F","FX_BTC_JPY","売り","1.676","0","2,128,500","取引済","媒介"
"2017/12/11 23:15:01","JFX20171211-134937-476684F","JEX20171211-141501-368960F","FX_BTC_JPY","売り","0.324","0","2,128,500","取引済","媒介"
"2017/12/11 22:39:09","JFX20171211-122556-453517F","JEX20171211-133909-108061F","FX_BTC_JPY","買い","0.13270035","0","2,128,000","取引済","媒介"
