"日時","注文 ID","取引ID","ペア","売・買","注文数量","手数料","価格","ステータス","自己・媒介"
"2017/12/11 22:39:08","JFX20171211-122556-453517F","JEX20171211-133908-108038F","FX_BTC_JPY","買い","0.01","0","2,128,000","取引済","媒介"
"2017/12/11 22:39:08","JFX20171211-122556-453517F","JEX20171211-133908-108028F","FX_BTC_JPY","買い","0.02","0","2,128,000","取引済","媒介"
"2017/12/11 22:39:08","JFX20171211-122556-453517F","JEX20171211-133908-108013F","FX_BTC_JPY","買い","0.025","0","2,128,000","取引済","媒介"
"2017/12/11 22:39:07","JFX20171211-122556-453517F","JEX20171211-133907-107912F","FX_BTC_JPY","買い","0.01","0","2,128,000","取引済","媒介"
"2017/12/11 22:39:07","JFX20171211-122556-453517F","JEX20171211-133907-107905F","FX_BTC_JPY","買い","0.519377","0","2,128,000","取引済","媒介"
"2017/12/11 22:39:06","JFX20171211-122556-453517F","JEX20171211-133906-107748F","FX_BTC_JPY","買い","0.001","0","2,128,000","取引済","媒介"
"2017/12/11 22:39:06","JFX20171211-122556-453517F","JEX20171211-133906-107713F","FX_BTC_JPY","買い","0.001","0","2,128,000","取引済","媒介"
"2017/12/11 22:39:06","JFX20171211-122556-453517F","JEX20171211-133906-107707F","FX_BTC_JPY","買い","0.001","0","2,128,000","取引済","媒介"
"2017/12/11 22:39:05","JFX20171211-122556-453517F","JEX20171211-133905-107685F","FX_BTC_JPY","買い","0.8","0","2,128,000","取引済","媒介"
"2017/12/11 22:39:05","JFX20171211-122556-453517F","JEX20171211-133905-107659F","FX_BTC_JPY","買い","0.085","0","2,128,000","取引済","媒介"
"2017/12/11 22:39:05","JFX20171211-122556-453517F","JEX20171211-133905-107632F","FX_BTC_JPY","買い","0.2","0","2,128,000","取引済","媒介"
"2017/12/11 22:39:05","JFX20171211-122556-453517F","JEX20171211-133905-107625F","FX_BTC_JPY","買い","0.075","0","2,128,000","取引済","媒介"
"2017/12/11 22:39:05","JFX20171211-122556-453517F","JEX20171211-133905-107603F","FX_BTC_JPY","買い","0.006","0","2,128,000","取引済","媒介"
"2017/12/11 22:39:05","JFX20171211-122556-453517F","JEX20171211-133905-107593F","FX_BTC_JPY","買い","0.11392265","0","2,128,000","取引済","媒介"
"2017/12/11 21:22:36","JFX20171211-115852-146491F","JEX20171211-122236-658070F","FX_BTC_JPY","売り","0.60650826","0","2,165,000","取引済","媒介"
"2017/12/11 21:22:35","JFX20171211-115852-146491F","JEX20171211-122235-658059F","FX_BTC_JPY","売り","0.325","0","2,165,000","取引済","媒介"
"2017/12/11 21:22:34","JFX20171211-115852-146491F","JEX20171211-122234-657827F","FX_BTC_JPY","売り","1.06849174","0","2,165,000","取引済","媒介"
"2017/12/11 20:57:48","JFX20171211-100401-800013F","JEX20171211-115748-511996F","FX_BTC_JPY","買い","0.61516219","0","2,135,000","取引済","媒介"
"2017/12/11 20:57:48","JFX20171211-100401-800013F","JEX20171211-115748-511989F","FX_BTC_JPY","買い","1.38483781","0","2,135,000","取引済","媒介"
"2017/12/11 15:51:04","JFX20171211-031615-924021F","JEX20171211-065104-722692F","FX_BTC_JPY","売り","0.43019823","0","2,179,000","取引済","媒介"
"2017/12/11 15:51:04","JFX20171211-031615-924021F","JEX20171211-065104-722687F","FX_BTC_JPY","売り","0.001","0","2,179,000","取引済","媒介"
"2017/12/11 15:51:04","JFX20171211-031615-924021F","JEX20171211-065104-722674F","FX_BTC_JPY","売り","1.56880177","0","2,179,000","取引済","媒介"
"2017/12/11 12:12:58","JFX20171211-031222-869795F","JEX20171211-031258-487747F","FX_BTC_JPY","買い","0.96459155","0","2,151,000","取引済","媒介"
"2017/12/11 12:12:58","JFX20171211-031222-869795F","JEX20171211-031258-487714F","FX_BTC_JPY","買い","1.03540845","0","2,151,000","取引済","媒介"
"2017/12/11 12:09:03","JFX20171211-030402-770130F","JEX20171211-030903-458309F","FX_BTC_JPY","売り","2","0","2,179,000","取引済","媒介"
"2017/12/11 12:02:46","JFX20171211-030246-751950F","JEX20171211-030246-411693F","FX_BTC_JPY","買い","1.61091976","0","2,155,088","取引済","媒介"
"2017/12/11 12:02:46","JFX20171211-030246-751950F","JEX20171211-030246-411684F","FX_BTC_JPY","買い","0.38908024","0","2,154,999","取引済","媒介"
"2017/12/10 01:46:43","JFX20171209-164643-241685F","JEX20171209-164643-225267F","FX_BTC_JPY","売り","0.77025171","0","1,740,000","取引済","媒介"
"2017/12/10 01:46:43","JFX20171209-164643-241685F","JEX20171209-164643-225254F","FX_BTC_JPY","売り","2","0","1,740,000","取引済","媒介"
"2017/12/10 01:46:43","JFX20171209-164643-241685F","JEX20171209-164643-225248F","FX_BTC_JPY","売り","0.001","0","1,740,000","取引済","媒介"
"2017/12/10 01:46:43","JFX20171209-164643-241685F","JEX20171209-164643-225238F","FX_BTC_JPY","売り","0.02","0","1,740,600","取引済","媒介"
"2017/12/10 01:46:43","JFX20171209-164643-241685F","JEX20171209-164643-225220F","FX_BTC_JPY","売り","0.01","0","1,740,639","取引済","媒介"
"2017/12/10 01:46:43","JFX20171209-164643-241685F","JEX20171209-164643-225215F","FX_BTC_JPY","売り","1","0","1,741,000","取引済","媒介"
"2017/12/10 01:46:43","JFX20171209-164643-241685F","JEX20171209-164643-225207F","FX_BTC_JPY","売り","0.1","0","1,741,000","取引済","媒介"
"2017/12/10 01:46:43","JFX20171209-164643-241685F","JEX20171209-164643-225192F","FX_BTC_JPY","売り","0.05","0","1,741,001","取引済","媒介"
"2017/12/10 01:46:43","JFX20171209-164643-241685F","JEX20171209-164643-225188F","FX_BTC_JPY","売り","0.15","0","1,741,009","取引済","媒介"
"2017/12/10 01:46:43","JFX20171209-164643-241685F","JEX20171209-164643-225177F","FX_BTC_JPY","売り","0.001","0","1,741,009","取引済","媒介"
"2017/12/10 01:46:43","JFX20171209-164643-241685F","JEX20171209-164643-225162F","FX_BTC_JPY","売り","0.001","0","1,741,111","取引済","媒介"
"2017/12/10 01:46:43","JFX20171209-164643-241685F","JEX20171209-164643-225152F","FX_BTC_JPY","売り","0.1","0","1,741,255","取引済","媒介"
"2017/12/10 01:46:43","JFX20171209-164643-241685F","JEX20171209-164643-225143F","FX_BTC_JPY","売り","1.79674829","0","1,741,330","取引済","媒介"
"2017/12/08 09:40:26","JFX20171208-003845-329632F","JEX20171208-004026-650838F","FX_BTC_JPY","買い","4.94786204","0","2,380,000","取引済","媒介"
"2017/12/08 09:40:26","JFX20171208-003845-329632F","JEX20171208-004026-650828F","FX_BTC_JPY","買い","0.1","0","2,380,000","取引済","媒介"
"2017/12/08 09:40:26","JFX20171208-003845-329632F","JEX20171208-004026-650812F","FX_BTC_JPY","買い","0.1","0","2,380,000","取引済","媒介"
"2017/12/08 09:40:26","JFX20171208-003845-329632F","JEX20171208-004026-650797F","FX_BTC_JPY","買い","0.5","0","2,380,000","取引済","媒介"
"2017/12/08 09:40:25","JFX20171208-003845-329632F","JEX20171208-004025-650758F","FX_BTC_JPY","買い","0.02","0","2,380,000","取引済","媒介"
"2017/12/08 09:40:25","JFX20171208-003845-329632F","JEX20171208-004025-650736F","FX_BTC_JPY","買い","0.01","0","2,380,000","取引済","媒介"
"2017/12/08 09:40:25","JFX20171208-003845-329632F","JEX20171208-004025-650728F","FX_BTC_JPY","買い","0.1975","0","2,380,000","取引済","媒介"
"2017/12/08 09:40:24","JFX20171208-003845-329632F","JEX20171208-004024-650698F","FX_BTC_JPY","買い","0.12463796","0","2,380,000","取引済","媒介"
"2017/12/08 08:36:45","JFX20171207-225423-191493F","JEX20171207-233645-238123F","FX_BTC_JPY","売り","4","0","2,250,000","取引済","媒介"
"2017/12/08 07:52:23","JFX20171207-225223-168822F","JEX20171207-225223-979435F","FX_BTC_JPY","買い","4","0","2,143,026","取引済","自己"
"2017/12/07 18:28:27","JFX20171207-091110-622248F","JEX20171207-092827-463896F","FX_BTC_JPY","売り","1.13688815","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:26","JFX20171207-091110-622248F","JEX20171207-092826-463853F","FX_BTC_JPY","売り","0.03","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:26","JFX20171207-091110-622248F","JEX20171207-092826-463842F","FX_BTC_JPY","売り","0.02","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:26","JFX20171207-091110-622248F","JEX20171207-092826-463839F","FX_BTC_JPY","売り","0.01","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:26","JFX20171207-091110-622248F","JEX20171207-092826-463820F","FX_BTC_JPY","売り","1","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:26","JFX20171207-091110-622248F","JEX20171207-092826-463810F","FX_BTC_JPY","売り","0.1","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:25","JFX20171207-091110-622248F","JEX20171207-092825-463807F","FX_BTC_JPY","売り","0.071","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:24","JFX20171207-091110-622248F","JEX20171207-092824-463678F","FX_BTC_JPY","売り","1.63951466","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:23","JFX20171207-091110-622248F","JEX20171207-092823-463629F","FX_BTC_JPY","売り","0.02","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:23","JFX20171207-091110-622248F","JEX20171207-092823-463598F","FX_BTC_JPY","売り","1","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:23","JFX20171207-091110-622248F","JEX20171207-092823-463584F","FX_BTC_JPY","売り","0.01","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:23","JFX20171207-091110-622248F","JEX20171207-092823-463565F","FX_BTC_JPY","売り","1","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:23","JFX20171207-091110-622248F","JEX20171207-092823-463552F","FX_BTC_JPY","売り","0.02","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:22","JFX20171207-091110-622248F","JEX20171207-092822-463543F","FX_BTC_JPY","売り","4","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:22","JFX20171207-091110-622248F","JEX20171207-092822-463532F","FX_BTC_JPY","売り","0.5","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:22","JFX20171207-091110-622248F","JEX20171207-092822-463523F","FX_BTC_JPY","売り","0.02","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:22","JFX20171207-091110-622248F","JEX20171207-092822-463515F","FX_BTC_JPY","売り","0.5","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:22","JFX20171207-091110-622248F","JEX20171207-092822-463506F","FX_BTC_JPY","売り","0.1","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:22","JFX20171207-091110-622248F","JEX20171207-092822-463479F","FX_BTC_JPY","売り","1","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:21","JFX20171207-091110-622248F","JEX20171207-092821-463462F","FX_BTC_JPY","売り","0.6","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:21","JFX20171207-091110-622248F","JEX20171207-092821-463459F","FX_BTC_JPY","売り","0.2","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:21","JFX20171207-091110-622248F","JEX20171207-092821-463432F","FX_BTC_JPY","売り","0.02","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:21","JFX20171207-091110-622248F","JEX20171207-092821-463423F","FX_BTC_JPY","売り","0.02","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:21","JFX20171207-091110-622248F","JEX20171207-092821-463410F","FX_BTC_JPY","売り","0.6","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:21","JFX20171207-091110-622248F","JEX20171207-092821-463402F","FX_BTC_JPY","売り","0.03","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:21","JFX20171207-091110-622248F","JEX20171207-092821-463390F","FX_BTC_JPY","売り","0.02","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:21","JFX20171207-091110-622248F","JEX20171207-092821-463387F","FX_BTC_JPY","売り","0.1","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:21","JFX20171207-091110-622248F","JEX20171207-092821-463365F","FX_BTC_JPY","売り","1","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:20","JFX20171207-091110-622248F","JEX20171207-092820-463358F","FX_BTC_JPY","売り","0.02","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:20","JFX20171207-091110-622248F","JEX20171207-092820-463348F","FX_BTC_JPY","売り","0.27000012","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:20","JFX20171207-091110-622248F","JEX20171207-092820-463298F","FX_BTC_JPY","売り","0.01","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:19","JFX20171207-091110-622248F","JEX20171207-092819-463281F","FX_BTC_JPY","売り","1","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:19","JFX20171207-091110-622248F","JEX20171207-092819-463216F","FX_BTC_JPY","売り","0.1","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:18","JFX20171207-091110-622248F","JEX20171207-092818-463182F","FX_BTC_JPY","売り","0.4","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:18","JFX20171207-091110-622248F","JEX20171207-092818-463174F","FX_BTC_JPY","売り","0.01","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:18","JFX20171207-091110-622248F","JEX20171207-092818-463163F","FX_BTC_JPY","売り","0.01","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:18","JFX20171207-091110-622248F","JEX20171207-092818-463152F","FX_BTC_JPY","売り","0.02","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:18","JFX20171207-091110-622248F","JEX20171207-092818-463149F","FX_BTC_JPY","売り","0.00600002","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:17","JFX20171207-091110-622248F","JEX20171207-092817-463092F","FX_BTC_JPY","売り","0.345682","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:17","JFX20171207-091110-622248F","JEX20171207-092817-463085F","FX_BTC_JPY","売り","0.25","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:17","JFX20171207-091110-622248F","JEX20171207-092817-463070F","FX_BTC_JPY","売り","0.01","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:17","JFX20171207-091110-622248F","JEX20171207-092817-463060F","FX_BTC_JPY","売り","0.1","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:16","JFX20171207-091110-622248F","JEX20171207-092816-463056F","FX_BTC_JPY","売り","1","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:16","JFX20171207-091110-622248F","JEX20171207-092816-463032F","FX_BTC_JPY","売り","0.01","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:16","JFX20171207-091110-622248F","JEX20171207-092816-463020F","FX_BTC_JPY","売り","0.5","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:16","JFX20171207-091110-622248F","JEX20171207-092816-463013F","FX_BTC_JPY","売り","0.41","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:15","JFX20171207-091110-622248F","JEX20171207-092815-462969F","FX_BTC_JPY","売り","0.001","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:15","JFX20171207-091110-622248F","JEX20171207-092815-462959F","FX_BTC_JPY","売り","0.02","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:15","JFX20171207-091110-622248F","JEX20171207-092815-462945F","FX_BTC_JPY","売り","0.1","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:14","JFX20171207-091110-622248F","JEX20171207-092814-462917F","FX_BTC_JPY","売り","0.2","0","1,834,000","取引済","媒介"
"2017/12/07 18:28:14","JFX20171207-091110-622248F","JEX20171207-092814-462904F","FX_BTC_JPY","売り","0.43991505","0","1,834,000","取引済","媒介"
"2017/12/07 18:05:52","JFX20171207-085614-458337F","JEX20171207-090552-336436F","FX_BTC_JPY","買い","3.804403","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:52","JFX20171207-085614-458337F","JEX20171207-090552-336412F","FX_BTC_JPY","買い","0.5","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:52","JFX20171207-085614-458337F","JEX20171207-090552-336391F","FX_BTC_JPY","買い","0.1","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:52","JFX20171207-085614-458337F","JEX20171207-090552-336374F","FX_BTC_JPY","買い","0.01","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:52","JFX20171207-085614-458337F","JEX20171207-090552-336350F","FX_BTC_JPY","買い","0.001","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:52","JFX20171207-085614-458337F","JEX20171207-090552-336347F","FX_BTC_JPY","買い","0.1","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:51","JFX20171207-085614-458337F","JEX20171207-090551-336332F","FX_BTC_JPY","買い","1.5","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:51","JFX20171207-085614-458337F","JEX20171207-090551-336311F","FX_BTC_JPY","買い","0.7063394","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:46","JFX20171207-085614-458337F","JEX20171207-090546-335764F","FX_BTC_JPY","買い","0.1","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:45","JFX20171207-085614-458337F","JEX20171207-090545-335759F","FX_BTC_JPY","買い","0.001","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:45","JFX20171207-085614-458337F","JEX20171207-090545-335748F","FX_BTC_JPY","買い","0.001","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:45","JFX20171207-085614-458337F","JEX20171207-090545-335698F","FX_BTC_JPY","買い","0.001","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:45","JFX20171207-085614-458337F","JEX20171207-090545-335681F","FX_BTC_JPY","買い","0.001","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:44","JFX20171207-085614-458337F","JEX20171207-090544-335677F","FX_BTC_JPY","買い","0.001","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:44","JFX20171207-085614-458337F","JEX20171207-090544-335653F","FX_BTC_JPY","買い","0.5","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:44","JFX20171207-085614-458337F","JEX20171207-090544-335649F","FX_BTC_JPY","買い","0.001","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:44","JFX20171207-085614-458337F","JEX20171207-090544-335632F","FX_BTC_JPY","買い","0.4","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:44","JFX20171207-085614-458337F","JEX20171207-090544-335622F","FX_BTC_JPY","買い","0.05","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:44","JFX20171207-085614-458337F","JEX20171207-090544-335616F","FX_BTC_JPY","買い","0.001","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:44","JFX20171207-085614-458337F","JEX20171207-090544-335604F","FX_BTC_JPY","買い","0.001","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:44","JFX20171207-085614-458337F","JEX20171207-090544-335581F","FX_BTC_JPY","買い","4","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:43","JFX20171207-085614-458337F","JEX20171207-090543-335574F","FX_BTC_JPY","買い","0.503","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:43","JFX20171207-085614-458337F","JEX20171207-090543-335510F","FX_BTC_JPY","買い","0.001","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:43","JFX20171207-085614-458337F","JEX20171207-090543-335504F","FX_BTC_JPY","買い","1.5","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:43","JFX20171207-085614-458337F","JEX20171207-090543-335498F","FX_BTC_JPY","買い","0.001","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:42","JFX20171207-085614-458337F","JEX20171207-090542-335479F","FX_BTC_JPY","買い","0.001","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:42","JFX20171207-085614-458337F","JEX20171207-090542-335463F","FX_BTC_JPY","買い","0.001","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:42","JFX20171207-085614-458337F","JEX20171207-090542-335455F","FX_BTC_JPY","買い","0.001","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:42","JFX20171207-085614-458337F","JEX20171207-090542-335443F","FX_BTC_JPY","買い","0.1","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:42","JFX20171207-085614-458337F","JEX20171207-090542-335438F","FX_BTC_JPY","買い","0.05","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:42","JFX20171207-085614-458337F","JEX20171207-090542-335424F","FX_BTC_JPY","買い","0.001","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:42","JFX20171207-085614-458337F","JEX20171207-090542-335414F","FX_BTC_JPY","買い","1.011","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:42","JFX20171207-085614-458337F","JEX20171207-090542-335363F","FX_BTC_JPY","買い","0.04","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:42","JFX20171207-085614-458337F","JEX20171207-090542-335355F","FX_BTC_JPY","買い","5","0","1,815,000","取引済","媒介"
"2017/12/07 18:05:41","JFX20171207-085614-458337F","JEX20171207-090541-335340F","FX_BTC_JPY","買い","0.0102576","0","1,815,000","取引済","媒介"
"2017/12/07 13:59:12","JFX20171207-031125-486360F","JEX20171207-045912-895598F","FX_BTC_JPY","売り","15.65541495","0","1,761,000","取引済","媒介"
"2017/12/07 13:59:12","JFX20171207-031125-486360F","JEX20171207-045912-895583F","FX_BTC_JPY","売り","3","0","1,761,000","取引済","媒介"
"2017/12/07 13:59:12","JFX20171207-031125-486360F","JEX20171207-045912-895573F","FX_BTC_JPY","売り","0.1","0","1,761,000","取引済","媒介"
"2017/12/07 13:59:11","JFX20171207-031125-486360F","JEX20171207-045911-895564F","FX_BTC_JPY","売り","1","0","1,761,000","取引済","媒介"
"2017/12/07 13:59:11","JFX20171207-031125-486360F","JEX20171207-045911-895512F","FX_BTC_JPY","売り","0.07","0","1,761,000","取引済","媒介"
"2017/12/07 13:59:10","JFX20171207-031125-486360F","JEX20171207-045910-895492F","FX_BTC_JPY","売り","0.1","0","1,761,000","取引済","媒介"
"2017/12/07 13:59:10","JFX20171207-031125-486360F","JEX20171207-045910-895488F","FX_BTC_JPY","売り","0.01","0","1,761,000","取引済","媒介"
"2017/12/07 13:59:10","JFX20171207-031125-486360F","JEX20171207-045910-895476F","FX_BTC_JPY","売り","0.1321","0","1,761,000","取引済","媒介"
"2017/12/07 12:09:31","JFX20171207-030928-460819F","JEX20171207-030931-257675F","FX_BTC_JPY","買い","4.53985112","0","1,739,666","取引済","媒介"
"2017/12/07 12:09:31","JFX20171207-030928-460819F","JEX20171207-030931-257664F","FX_BTC_JPY","買い","1.9","0","1,739,666","取引済","媒介"
"2017/12/07 12:09:30","JFX20171207-030928-460819F","JEX20171207-030930-257637F","FX_BTC_JPY","買い","1","0","1,739,666","取引済","媒介"
"2017/12/07 12:09:30","JFX20171207-030928-460819F","JEX20171207-030930-257625F","FX_BTC_JPY","買い","2","0","1,739,666","取引済","媒介"
"2017/12/07 12:09:30","JFX20171207-030928-460819F","JEX20171207-030930-257616F","FX_BTC_JPY","買い","0.5","0","1,739,666","取引済","媒介"
"2017/12/07 12:09:30","JFX20171207-030928-460819F","JEX20171207-030930-257586F","FX_BTC_JPY","買い","0.12","0","1,739,666","取引済","媒介"
"2017/12/07 12:09:30","JFX20171207-030928-460819F","JEX20171207-030930-257544F","FX_BTC_JPY","買い","0.035","0","1,739,666","取引済","媒介"
"2017/12/07 12:09:29","JFX20171207-030928-460819F","JEX20171207-030929-257530F","FX_BTC_JPY","買い","0.1","0","1,739,666","取引済","媒介"
"2017/12/07 12:09:29","JFX20171207-030928-460819F","JEX20171207-030929-257524F","FX_BTC_JPY","買い","0.5","0","1,739,666","取引済","媒介"
"2017/12/07 12:09:29","JFX20171207-030928-460819F","JEX20171207-030929-257511F","FX_BTC_JPY","買い","0.1","0","1,739,666","取引済","媒介"
"2017/12/07 12:09:29","JFX20171207-030928-460819F","JEX20171207-030929-257463F","FX_BTC_JPY","買い","0.6","0","1,739,666","取引済","媒介"
"2017/12/07 12:09:29","JFX20171207-030928-460819F","JEX20171207-030929-257451F","FX_BTC_JPY","買い","1.5","0","1,739,666","取引済","媒介"
"2017/12/07 12:09:28","JFX20171207-030928-460819F","JEX20171207-030928-257410F","FX_BTC_JPY","買い","2.89257788","0","1,739,529","取引済","媒介"
"2017/12/07 12:09:28","JFX20171207-030928-460819F","JEX20171207-030928-257403F","FX_BTC_JPY","買い","4.212571","0","1,739,500","取引済","媒介"
"2017/12/07 08:49:20","JFX20171206-234113-126397F","JEX20171206-234920-991040F","FX_BTC_JPY","売り","4","0","1,670,500","取引済","媒介"
"2017/12/07 08:49:20","JFX20171206-234113-126397F","JEX20171206-234920-991035F","FX_BTC_JPY","売り","5","0","1,670,500","取引済","媒介"
"2017/12/07 08:49:20","JFX20171206-234113-126397F","JEX20171206-234920-991027F","FX_BTC_JPY","売り","0.1","0","1,670,500","取引済","媒介"
"2017/12/07 08:49:19","JFX20171206-234113-126397F","JEX20171206-234919-991008F","FX_BTC_JPY","売り","0.83248505","0","1,670,500","取引済","媒介"
"2017/12/07 08:40:33","JFX20171206-232655-958041F","JEX20171206-234033-940354F","FX_BTC_JPY","買い","1.82040368","0","1,649,500","取引済","媒介"
"2017/12/07 08:40:33","JFX20171206-232655-958041F","JEX20171206-234033-940349F","FX_BTC_JPY","買い","0.1","0","1,649,500","取引済","媒介"
"2017/12/07 08:40:33","JFX20171206-232655-958041F","JEX20171206-234033-940339F","FX_BTC_JPY","買い","0.1","0","1,649,500","取引済","媒介"
"2017/12/07 08:40:33","JFX20171206-232655-958041F","JEX20171206-234033-940322F","FX_BTC_JPY","買い","2","0","1,649,500","取引済","媒介"
"2017/12/07 08:40:33","JFX20171206-232655-958041F","JEX20171206-234033-940310F","FX_BTC_JPY","買い","0.002","0","1,649,500","取引済","媒介"
"2017/12/07 08:40:33","JFX20171206-232655-958041F","JEX20171206-234033-940305F","FX_BTC_JPY","買い","0.02","0","1,649,500","取引済","媒介"
"2017/12/07 08:40:33","JFX20171206-232655-958041F","JEX20171206-234033-940296F","FX_BTC_JPY","買い","0.03","0","1,649,500","取引済","媒介"
"2017/12/07 08:40:32","JFX20171206-232655-958041F","JEX20171206-234032-940240F","FX_BTC_JPY","買い","5","0","1,649,500","取引済","媒介"
"2017/12/07 08:40:32","JFX20171206-232655-958041F","JEX20171206-234032-940238F","FX_BTC_JPY","買い","0.001","0","1,649,500","取引済","媒介"
"2017/12/07 08:40:32","JFX20171206-232655-958041F","JEX20171206-234032-940228F","FX_BTC_JPY","買い","0.92659632","0","1,649,500","取引済","媒介"
"2017/12/06 23:28:00","JFX20171206-142556-023374F","JEX20171206-142800-190748F","FX_BTC_JPY","売り","0.867","0","1,538,500","取引済","媒介"
"2017/12/06 23:28:00","JFX20171206-142556-023374F","JEX20171206-142800-190728F","FX_BTC_JPY","売り","2","0","1,538,500","取引済","媒介"
"2017/12/06 23:28:00","JFX20171206-142556-023374F","JEX20171206-142800-190718F","FX_BTC_JPY","売り","4","0","1,538,500","取引済","媒介"
"2017/12/06 23:28:00","JFX20171206-142556-023374F","JEX20171206-142800-190695F","FX_BTC_JPY","売り","3.133","0","1,538,500","取引済","媒介"
"2017/12/06 20:45:44","JFX20171206-114544-317695F","JEX20171206-114544-381203F","FX_BTC_JPY","買い","0.27140716","0","1,535,998","取引済","媒介"
"2017/12/06 20:45:44","JFX20171206-114544-317695F","JEX20171206-114544-381198F","FX_BTC_JPY","買い","0.001","0","1,535,993","取引済","媒介"
"2017/12/06 20:45:44","JFX20171206-114544-317695F","JEX20171206-114544-381188F","FX_BTC_JPY","買い","7","0","1,535,812","取引済","媒介"
"2017/12/06 20:45:44","JFX20171206-114544-317695F","JEX20171206-114544-381170F","FX_BTC_JPY","買い","1.11030064","0","1,535,800","取引済","媒介"
"2017/12/06 20:45:44","JFX20171206-114544-317695F","JEX20171206-114544-381168F","FX_BTC_JPY","買い","0.001","0","1,535,131","取引済","媒介"
