Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT3InYQueDbwtN9vR1IwoFS4,Top up Crypto,SOL,36.39999460,SOL,36.39999460,$3137.37,-,-,"approved / 4YcD3P8DEpVPFJ6M8HsqNxjfrg1FiGWKSRaRTSsW1g53VMg8Dz4hcu1nyCZeqhxjWNFrkQDYUzVLiVx3AuWmV8QR",2026-04-23 22:29:27
NXT6gKR9ydClpSCx47sMp2vRe,Dual Investment Interest,USDT,2.24330300,USDT,2.24330300,$2.24,-,-,"completed / USDT Interest Earned",2026-04-23 08:02:04
NXT4Ub6hyU1ujTUFlzvdm576Y,Dual Investment Unlock,USDT,1829.67000000,USDT,1829.67000000,$1829.97,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-04-23 08:02:04
NXTenxtdeO5sJBUimJRiLfdB,Locking Term Deposit,BTC,-0.01000000,BTC,0.01000000,$780.15,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-04-23 05:28:56
NXT78Wjyfu9q6QO8OISnY5EvN,Unlocking Term Deposit,BTC,0.01000000,BTC,0.01000000,$780.15,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-04-23 05:28:56
NXT27GXI4cukovZb5W2TuF03Q,Interest,NEXO,3.54269140,NEXO,3.54269140,$3.24,-,-,"approved / 3.237040 USDC",2026-04-23 05:00:00
NXTXEuN7VIAmXi9JKAEIEwTp,Interest,NEXO,1.22836074,NEXO,1.22836074,$1.12,-,-,"approved / NEXO Interest Earned",2026-04-23 05:00:00
NXT5ERpFPr37FVLjC2XbDemKb,Interest,NEXO,0.40170134,NEXO,0.40170134,$0.37,-,-,"approved / 0.00000469 BTC",2026-04-23 05:00:00
NXT1wakqJO7Bh2JbcKbTMV5jw,Fixed Term Interest,NEXO,4.04318638,NEXO,4.04318638,$3.65,-,-,"approved / BTC Term Deposit Interest in NEXO",2026-04-23 05:00:00
NXT6o35qQX5bACPb343goakUE,Interest,NEXO,11.34898036,NEXO,11.34898036,$10.37,-,-,"approved / 10.366947 USDT",2026-04-23 05:00:00
NXT73OgqoCOROtMMVAEB0RFEp,Dual Investment Lock,USDT,-1500.00000000,USDT,1500.00000000,$1500.23,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-04-23 04:40:59
NXT4XMMtPkMJDZbwwswgHzTpi,Transfer From Pro Wallet,NEXO,97.57401004,NEXO,97.57401004,$87.93,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-23 04:39:13
NXT1waG8jRZW1JxyI0sOGGj4q,Transfer From Pro Wallet,USDT,3123.28878400,USDT,3123.28878480,$3123.76,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-23 04:39:05
NXT7IIhEhNA3S3isZAwsUEncf,Transfer To Pro Wallet,SOL,-36.40000234,SOL,36.40000234,$3127.18,-,-,"approved / SOL Transfer from Savings Wallet to Nexo Pro Wallet",2026-04-23 04:38:02
NXT6AuwcA6jdVsZEaiLCw2kZS,Transfer To Pro Wallet,NEXO,-100.00000000,NEXO,100.00000000,$90.17,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-04-23 04:37:42
NXT2Cb8S7FM3GtQem9LMeaHRd,Top up Crypto,SOL,36.40000233,SOL,36.40000233,$3127.72,-,-,"approved / 4ZoQ5kpXvSuBLLsdb4bapkrsHKTYPGJ2UmB6fxkKNmgwoRX63cmq96ApkEhv6tiz63PnwknMWPQ33v3azaoFZ3V5",2026-04-23 04:35:27
NXT6oaxmuzE1N85PYw3cOecLa,Interest,NEXO,3.57726710,NEXO,3.57726710,$3.24,-,-,"approved / 3.237040 USDC",2026-04-22 05:00:00
NXT3sQSP4ZfguwccxuFhQvbcc,Interest,NEXO,1.22701138,NEXO,1.22701138,$1.11,-,-,"approved / NEXO Interest Earned",2026-04-22 05:00:00
NXT3RPVDFjaKllbFYGuU7l2fE,Interest,NEXO,0.39591355,NEXO,0.39591355,$0.36,-,-,"approved / 0.00000469 BTC",2026-04-22 05:00:00
NXT38PVScbuUN7vjVyNdgVYy7,Interest,NEXO,11.46143882,NEXO,11.46143882,$10.37,-,-,"approved / 10.366947 USDT",2026-04-22 05:00:00
NXT4HAYkoRMkyjOJVKsfFiRqY,Locking Term Deposit,USDT,-2000.00000000,USDT,2000.00000000,$2000.38,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-04-21 22:04:17
NXT3jvdV82pWBxplG6sv9hQzv,Locking Term Deposit,USDC,-2000.00000000,USDC,2000.00000000,$1999.49,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-04-21 22:04:06
NXTrNuQtOQAYqIU3JnOtcWnx,Dual Investment Lock,USDT,-1829.67000000,USDT,1829.67000000,$1830.01,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-04-21 22:01:54
NXTvhec1dF7ymmFm2KdBZ81e,Dual Investment Interest,USDT,0.73488000,USDT,0.73488000,$0.74,-,-,"completed / USDT Interest Earned",2026-04-21 08:07:04
NXTrKlKlyj4EJyLUNMMewtuK,Dual Investment Unlock,USDT,1000.00000000,USDT,1000.00000000,$1000.17,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-04-21 08:07:04
NXTDCwagqJz2rXXUeNfOb9dZ,Interest,NEXO,4.10744480,NEXO,4.10744480,$3.70,-,-,"approved / 3.702793 USDC",2026-04-21 05:00:00
NXT5gxLTnKcugpuKqmeYmfjZO,Interest,NEXO,1.22554949,NEXO,1.22554949,$1.10,-,-,"approved / NEXO Interest Earned",2026-04-21 05:00:00
NXT4yQnNIxWlHy8GrcuJ76kF,Interest,NEXO,0.39484562,NEXO,0.39484562,$0.36,-,-,"approved / 0.00000469 BTC",2026-04-21 05:00:00
NXT2S9SBaLvgHzUQegovFJtvT,Interest,NEXO,12.32323211,NEXO,12.32323211,$11.11,-,-,"approved / 11.103245 USDT",2026-04-21 05:00:00
NXT1Of0tXX8YyTcfpDDrrHO4j,Dual Investment Interest,USDT,0.30842100,USDT,0.30842100,$0.31,-,-,"completed / USDT Interest Earned",2026-04-20 08:07:00
NXT26T57vrsqi5bmh1GhO2dyy,Dual Investment Unlock,USDT,758.80000000,USDT,758.80000000,$758.88,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-04-20 08:07:00
NXT7EMHm4QYNzqVW9WoDrtSvK,Interest,NEXO,4.21989943,NEXO,4.21989943,$3.70,-,-,"approved / 3.702793 USDC",2026-04-20 05:00:00
NXT2Nsv6w5wiPRY9le70KzfCD,Interest,NEXO,1.21489249,NEXO,1.21489249,$1.07,-,-,"approved / NEXO Interest Earned",2026-04-20 05:00:00
NXTGZ5jnCQ04yR6bLRWxi5ZP,Interest,NEXO,0.39453272,NEXO,0.39453272,$0.35,-,-,"approved / 0.00000469 BTC",2026-04-20 05:00:00
NXT9PuWAiKVlgsnLJzQFuWVM,Interest,NEXO,10.81205155,NEXO,10.81205155,$9.49,-,-,"approved / 9.482244 USDT",2026-04-20 05:00:00
NXT42YwuJqA92ANSJc9KGi1Qe,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$1000.20,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-04-20 03:36:13
NXT1UhzKiLGCgcS6RYouWT3AO,Dual Investment Lock,USDT,-745.31458900,USDT,745.31458900,$745.47,-,-,"rejected / Transfer from Savings Wallet to Dual Investment",2026-04-20 03:35:50
NXT6HDn9XKjY6gtekAMtO8Pe,Transfer From Pro Wallet,USDT,6468.94650000,USDT,6468.94650000,$6470.71,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-19 13:32:53
NXT5HoCoXoTncGGdnxJtXgdJx,Transfer From Pro Wallet,NEXO,114.94894559,NEXO,114.94894559,$103.70,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-19 13:32:39
NXT7Gwumm4u9Xdzj9LkCsungk,Transfer To Pro Wallet,NEXO,-100.00000000,NEXO,100.00000000,$90.22,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-04-19 13:31:35
NXT3tVNfnB9ehI6TFCso2fUMx,Transfer To Pro Wallet,SOL,-74.99632178,SOL,74.99632178,$6497.82,-,-,"approved / SOL Transfer from Savings Wallet to Nexo Pro Wallet",2026-04-19 13:31:13
NXT1fp4QKqhZM8VJXOuFCD8Qh,Top up Crypto,SOL,74.99632178,SOL,74.99632178,$6577.62,-,-,"approved / 57ip8v5i8Ty66JbQ1wyw7x6DbuohgkbeKWHWTdAYphUsgapbX7XXBSTPrXBkusyJ8W1XtfRz6bf5BH9rhBe7JhSS",2026-04-19 13:29:27
NXT1rZfqkWOHEQDWzSzZjh5Qq,Locking Term Deposit,BTC,-0.01000000,BTC,0.01000000,$756.68,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-04-19 05:25:58
NXT4sn3FiVJdwuRionpTjmnom,Unlocking Term Deposit,BTC,0.01000000,BTC,0.01000000,$756.68,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-04-19 05:25:58
NXT7DHkIKIRKl8PKJBuSs76lN,Unlocking Term Deposit,USDT,600.00000000,USDT,600.00000000,$600.12,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-04-19 05:25:58
NXTAO7vsFZGJ5yXgGsWjBxXw,Unlocking Term Deposit,USDC,600.00000000,USDC,600.00000000,$599.81,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-04-19 05:25:58
NXT3Lh7bbUfXNj5oNTIpRTdPL,Interest,NEXO,3.94250608,NEXO,3.94250608,$3.56,-,-,"approved / 3.563067 USDC",2026-04-19 05:00:00
NXT5HW45n2iMTp6yLHdVdL62F,Interest,NEXO,1.21795937,NEXO,1.21795937,$1.10,-,-,"approved / NEXO Interest Earned",2026-04-19 05:00:00
NXT6Nw73A0zje8Sl9HFfBtNYl,Fixed Term Interest,NEXO,20.16229134,NEXO,20.16229134,$18.15,-,-,"approved / USDC Term Deposit Interest in NEXO",2026-04-19 05:00:00
NXTvJrqLoI1WVWlO3bR5Ddh9,Fixed Term Interest,NEXO,21.84993492,NEXO,21.84993492,$19.67,-,-,"approved / USDT Term Deposit Interest in NEXO",2026-04-19 05:00:00
NXTmK3WgJlyOJkutbEffJuNt,Fixed Term Interest,NEXO,4.02386609,NEXO,4.02386609,$3.62,-,-,"approved / BTC Term Deposit Interest in NEXO",2026-04-19 05:00:00
NXT68P1rTtyp52BDXKjlrAdA,Interest,NEXO,0.39357721,NEXO,0.39357721,$0.36,-,-,"approved / 0.00000469 BTC",2026-04-19 05:00:00
NXT7SxB8lb7vtAcrcRimtyFmw,Interest,NEXO,10.54075793,NEXO,10.54075793,$9.52,-,-,"approved / 9.523576 USDT",2026-04-19 05:00:00
NXT5HEpXTPtlAqjkZvbuSzDgc,Dual Investment Lock,USDT,-758.80000000,USDT,758.80000000,$758.95,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-04-19 00:17:35
NXT5sXnTWei3Rjul8JlShFR6y,Dual Investment Lock,USDT,-758.98000000,USDT,758.98000000,$759.13,-,-,"rejected / Transfer from Savings Wallet to Dual Investment",2026-04-19 00:16:59
NXTLhmEnnCkrg1daIH4HHHUl,Dual Investment Interest,USDT,0.81052000,USDT,0.81052000,$0.81,-,-,"completed / USDT Interest Earned",2026-04-18 08:07:02
NXT1gi83ZxDJKa0521z0WhUij,Dual Investment Unlock,USDT,1106.80000000,USDT,1106.80000000,$1106.89,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-04-18 08:07:02
NXT3XW73eJfQZOLotQQdYldy9,Interest,NEXO,3.84188539,NEXO,3.84188539,$3.56,-,-,"approved / 3.563067 USDC",2026-04-18 05:00:00
NXT41FAolBAWWAvJ0yK7C0opx,Interest,NEXO,1.21671123,NEXO,1.21671123,$1.13,-,-,"approved / NEXO Interest Earned",2026-04-18 05:00:00
NXT6Nab4aNdXThkUxfdZKrsoB,Interest,NEXO,0.39066219,NEXO,0.39066219,$0.36,-,-,"approved / 0.00000469 BTC",2026-04-18 05:00:00
NXTOB4wAvsagMX3tYqsypg4f,Interest,NEXO,9.96251021,NEXO,9.96251021,$9.24,-,-,"approved / 9.235294 USDT",2026-04-18 05:00:00
NXT4e7rK6gNkh077NqNWkSpv,Interest,NEXO,3.93084096,NEXO,3.93084096,$3.56,-,-,"approved / 3.563067 USDC",2026-04-17 05:00:00
NXT5iEvJviNxBfB8bRfwpmPS,Interest,NEXO,1.21541180,NEXO,1.21541180,$1.10,-,-,"approved / NEXO Interest Earned",2026-04-17 05:00:00
NXTOMER3b95Brgk0YVYZ3y75,Interest,NEXO,0.38917146,NEXO,0.38917146,$0.35,-,-,"approved / 0.00000469 BTC",2026-04-17 05:00:00
NXTb8iy7rYpAXKNLrp9cMR5O,Interest,NEXO,10.50964388,NEXO,10.50964388,$9.53,-,-,"approved / 9.523365 USDT",2026-04-17 05:00:00
NXT5JAF1otreLhddq8PQCTc5f,Dual Investment Lock,USDT,-1106.80000000,USDT,1106.80000000,$1106.99,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-04-17 01:38:23
NXT60eLqnTIRNEnhDoTCcY5AO,Withdrawal,USDC,-10000.00000000,USDC,10000.00000000,$10000.67,-,-,"approved / USDC withdrawal",2026-04-16 09:42:18
NXT6JC7skqWNw7OTOkRko4G20,Unlocking Term Deposit,BTC,0.01000000,BTC,0.01000000,$751.42,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-04-16 05:29:47
NXT3BziqpYRYBNefRYBbMfFXb,Interest,NEXO,6.52647874,NEXO,6.52647874,$5.89,-,-,"approved / 5.891834 USDC",2026-04-16 05:00:00
NXT1TjQUC5LhT1TUT8xEBBbLy,Interest,NEXO,1.21358135,NEXO,1.21358135,$1.10,-,-,"approved / NEXO Interest Earned",2026-04-16 05:00:00
NXT6rawCMgL6RO7J2ghIcNC4X,Fixed Term Interest,NEXO,4.02637210,NEXO,4.02637210,$3.64,-,-,"approved / BTC Term Deposit Interest in NEXO",2026-04-16 05:00:00
NXT2GTtiFXdqpfAK2vGhrue9l,Interest,NEXO,0.28289560,NEXO,0.28289560,$0.26,-,-,"approved / 0.00000341 BTC",2026-04-16 05:00:00
NXT172JU1ilAU2z5ShpdmCxlz,Interest,NEXO,10.55272014,NEXO,10.55272014,$9.53,-,-,"approved / 9.523365 USDT",2026-04-16 05:00:00
NXT5wTsrCQGPnwylHVCENFYr1,Dual Investment Interest,USDC,0.42427800,USDC,0.42427800,$0.42,-,-,"completed / USDC Interest Earned",2026-04-15 08:07:02
NXT53ozCTGe33n6xqnSgJ5D8l,Dual Investment Unlock,USDC,743.76064200,USDC,743.76064200,$743.51,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-04-15 08:07:02
NXT5KlnGxExjmmICYKmPmwzgi,Interest,NEXO,3.03225999,NEXO,3.03225999,$2.73,-,-,"approved / 2.726148 USDC",2026-04-15 05:00:00
NXT5tdLobzEmebrVUSdCq0o2P,Interest,NEXO,0.56231539,NEXO,0.56231539,$0.51,-,-,"approved / NEXO Interest Earned",2026-04-15 05:00:00
NXT5fL8jGF6Jeh2s7jOUCEPnX,Interest,NEXO,2.44378796,NEXO,2.44378796,$2.20,-,-,"approved / 2.195747 USDT",2026-04-15 05:00:00
NXT2g2Tshq9Q29uPkwntOz8LR,Dual Investment Interest,USDC,0.69248800,USDC,0.69248800,$0.69,-,-,"completed / USDC Interest Earned",2026-04-14 08:07:02
NXT3imJWSXKZpgslL7YonU6Z5,Dual Investment Unlock,USDC,708.41315500,USDC,708.41315500,$708.37,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-04-14 08:07:02
NXT7368FCkeJL7b8usBi1m6NQ,Transfer From Pro Wallet,USDT,5.82825900,USDT,5.82825900,$5.83,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-14 05:44:39
NXT39zoMQkp0wGeTCOpsUCfoj,Transfer From Pro Wallet,NEXO,97.68698777,NEXO,97.68698777,$88.50,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-14 05:44:32
NXTVwI3PJCZMkVG3Jv8u03mU,Transfer From Pro Wallet,BTC,0.02010000,BTC,0.02010000,$1492.54,-,-,"approved / BTC Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-14 05:44:25
NXT7LVCdSOAom9zJtcz5QbH6b,Transfer To Pro Wallet,USDC,-1500.00000000,USDC,1500.00000000,$1499.80,-,-,"approved / USDC Transfer from Savings Wallet to Nexo Pro Wallet",2026-04-14 05:43:17
NXT1BASsJFEEKlen2t7fNpv4y,Transfer To Pro Wallet,NEXO,-100.00000000,NEXO,100.00000000,$90.59,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-04-14 05:42:31
NXT4yINyFBdUCIUBG8swhg2v7,Transfer From Pro Wallet,USDT,28569.47430900,USDT,28569.47430949,$28582.76,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-14 05:39:21
NXT7kqQZGXtvkE7euohyuPgvD,Transfer From Pro Wallet,USDC,15000.00000000,USDC,15000.00000000,$14998.23,-,-,"approved / USDC Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-14 05:39:14
NXT1ut7SUtDj9a16f1Jrw8fBD,Transfer From Pro Wallet,NEXO,8037.96520271,NEXO,8037.96520271,$7305.88,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-14 05:38:44
NXT2G1UqyEAEGgLaiuHxde4m5,Transfer To Pro Wallet,SOL,-520.66423931,SOL,520.66423931,$44642.79,-,-,"approved / SOL Transfer from Savings Wallet to Nexo Pro Wallet",2026-04-14 05:33:16
NXT7ImhymAPlCbeQFEyhE9knG,Top up Crypto,SOL,520.66423931,SOL,520.66423931,$44658.45,-,-,"approved / 4sSHXeWhiBbdutM9eofebhvBGG5qpvENCugfFYqfLe4Afq4urSxPHPjqNyGK9qqd5gTYCCQx6C3fUtHBCaRUevFu",2026-04-14 05:30:31
NXTCghc9fm8dAcgbVCRWOALr,Dual Investment Lock,USDC,-743.76064200,USDC,743.76064200,$743.69,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-04-14 05:30:12
NXThglksulQofieDsLdiI3i4,Interest,NEXO,1.87020543,NEXO,1.87020543,$1.69,-,-,"approved / 1.694356 USDC",2026-04-14 05:00:00
NXT6qSkXtZsoOrjigbaqCFndv,Interest,NEXO,0.56997099,NEXO,0.56997099,$0.52,-,-,"approved / NEXO Interest Earned",2026-04-14 05:00:00
NXT4KFVjH52ktJT8JXFqkMoA,Interest,NEXO,3.03011334,NEXO,3.03011334,$2.74,-,-,"approved / 2.743693 USDT",2026-04-14 05:00:00
NXT40UI9eM3n3b2mHhx2SrXqp,Transfer To Pro Wallet,NEXO,-100.00000000,NEXO,100.00000000,$90.55,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-04-14 04:31:44
NXT1rJwi5CtBXwVAxyKZMH2L2,Transfer To Pro Wallet,SOL,-73.19088932,SOL,73.19088932,$6281.56,-,-,"approved / SOL Transfer from Savings Wallet to Nexo Pro Wallet",2026-04-14 04:31:06
NXT2kZJJOqq7V0Molbp5XoChX,Top up Crypto,SOL,73.19088931,SOL,73.19088931,$6285.42,-,-,"approved / 47Q7r7b9CLiZ1pJFZ92qHbRM2Ja5AsdojXWHbvYw9NVkHcTDmL1fXZaK7DN2deKrvAztEAQ36LFPfEqr6ynGQAjU",2026-04-14 04:28:30
NXT6N3Oilkek3PFHFzx2SU895,Locking Term Deposit,USDT,-2000.00000000,USDT,2000.00000000,$2001.03,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-04-14 04:02:29
NXT3whtzuRTON2ybycpJ557cb,Locking Term Deposit,USDC,-2000.00000000,USDC,2000.00000000,$1999.93,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-04-14 04:01:57
NXT46Pp68Mqu8aHx2NNJKMJNI,Top up Crypto,USDC,6219.14729700,USDC,6219.14729700,$6218.93,-,-,"approved / 0x455d35b166f13793301d973e278c9cdc8d1ff8355a56b6e4cdba6d0e5e886319",2026-04-14 03:59:47
NXT6o8bG5xgBuPkQs664OH8NB,Dual Investment Lock,USDC,-708.41315500,USDC,708.41315500,$708.44,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-04-13 05:33:19
NXTNHDcPkuYjuDTnEOWmVIfh,Interest,NEXO,2.15891906,NEXO,2.15891906,$1.87,-,-,"approved / 1.869033 USDC",2026-04-13 05:00:00
NXT5B4rnXvD6CInUqQUIO6jlE,Interest,NEXO,0.56949330,NEXO,0.56949330,$0.49,-,-,"approved / NEXO Interest Earned",2026-04-13 05:00:00
NXT6kDXvCisAYN5rE212zbc8a,Interest,NEXO,3.17002950,NEXO,3.17002950,$2.74,-,-,"approved / 2.743693 USDT",2026-04-13 05:00:00
NXT5WK7pJruxHGNOT9KBi8zkD,Interest,NEXO,2.08483218,NEXO,2.08483218,$1.87,-,-,"approved / 1.869033 USDC",2026-04-12 05:00:00
NXT7aGYyMDRZsiKscHwY35eT7,Interest,NEXO,0.56903040,NEXO,0.56903040,$0.51,-,-,"approved / NEXO Interest Earned",2026-04-12 05:00:00
NXT1esSyAbspY9MbyRhpE58ow,Interest,NEXO,3.06185864,NEXO,3.06185864,$2.74,-,-,"approved / 2.743693 USDT",2026-04-12 05:00:00
NXT1toKhhCHOkTa6P2TeOiJWK,Interest,NEXO,2.09930471,NEXO,2.09930471,$1.87,-,-,"approved / 1.869033 USDC",2026-04-11 05:00:00
NXT3byqhEVkdZPGU8M27Q6QpJ,Interest,NEXO,0.52839504,NEXO,0.52839504,$0.47,-,-,"approved / NEXO Interest Earned",2026-04-11 05:00:00
NXT35gtnQUAN6LBzZPEMYD556,Interest,NEXO,3.08295273,NEXO,3.08295273,$2.74,-,-,"approved / 2.743550 USDT",2026-04-11 05:00:00
NXT1DzfrIg6Ex5uBrvTpiWurV,Withdrawal,SOL,-30.98000000,SOL,30.98000000,$2590.89,-,-,"approved / SOL withdrawal",2026-04-10 12:07:11
NXT14zn7NOaBh2TJc9ojhVqgo,Transfer From Pro Wallet,USDT,0.51963900,USDT,0.51963960,$0.52,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-10 12:05:29
NXT4jmaqLtg7dd5r7pygqHJcz,Transfer From Pro Wallet,SOL,30.98000000,SOL,30.98000000,$2592.88,-,-,"approved / SOL Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-10 12:05:24
NXT4HGrV2s2lGJqLoOQUWgfFG,Transfer From Pro Wallet,NEXO,496.04595949,NEXO,496.04595949,$438.03,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-10 12:05:18
NXT5WHMoTrlILpkBmnN9DNphx,Transfer To Pro Wallet,NEXO,-500.00000000,NEXO,500.00000000,$441.50,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-04-10 12:02:41
NXT1ch2kO5OiZdScjabsLgLfC,Transfer To Pro Wallet,USDT,-1300.00000000,USDT,1300.00000000,$1299.88,-,-,"approved / USDT Transfer from Savings Wallet to Nexo Pro Wallet",2026-04-10 12:02:16
NXT1vfWXsYMS5cpYvYXX4lYam,Transfer To Pro Wallet,USDC,-1300.00000000,USDC,1300.00000000,$1299.55,-,-,"approved / USDC Transfer from Savings Wallet to Nexo Pro Wallet",2026-04-10 12:01:44
NXT5AaJlUyHTe1qjlTfIV20w7,Dual Investment Interest,USDT,0.86493000,USDT,0.86493000,$0.86,-,-,"completed / USDT Interest Earned",2026-04-10 08:07:01
NXT5FnjT6nQfloCUF3g3I3VX9,Dual Investment Unlock,USDT,707.99000000,USDT,707.99000000,$707.94,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-04-10 08:07:01
NXT2BgkpsqyLdg2HBdYzld8eW,Locking Term Deposit,BTC,-0.01000000,BTC,0.01000000,$721.60,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-04-10 05:29:02
NXT5jTYTq7rxQsCRjbgBQMcGK,Unlocking Term Deposit,BTC,0.01000000,BTC,0.01000000,$721.60,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-04-10 05:29:02
NXT4r68Tp4RI7bf6MhptuOIq4,Interest,NEXO,2.48214469,NEXO,2.48214469,$2.19,-,-,"approved / 2.189581 USDC",2026-04-10 05:00:00
NXT6qgcpuh5Dk8EYdtvsAMSZq,Interest,NEXO,0.56804983,NEXO,0.56804983,$0.50,-,-,"approved / NEXO Interest Earned",2026-04-10 05:00:00
NXT5SE65bdp3g5AQFTslVEped,Fixed Term Interest,NEXO,4.00680746,NEXO,4.00680746,$3.55,-,-,"approved / BTC Term Deposit Interest in NEXO",2026-04-10 05:00:00
NXT2nPXiKmXeQDtPpmpVVGT32,Interest,NEXO,3.29422604,NEXO,3.29422604,$2.91,-,-,"approved / 2.905508 USDT",2026-04-10 05:00:00
NXT3oaH3xafdfVrWGvypkeyMo,Interest,NEXO,2.50945444,NEXO,2.50945444,$2.19,-,-,"approved / 2.189581 USDC",2026-04-09 05:00:00
NXT3jo07SCVARA6h81glPFgGz,Interest,NEXO,0.56353948,NEXO,0.56353948,$0.49,-,-,"approved / NEXO Interest Earned",2026-04-09 05:00:00
NXT1MKCuAl8q5py5HgDEfTdVi,Interest,NEXO,3.55271047,NEXO,3.55271047,$3.10,-,-,"approved / 3.099391 USDT",2026-04-09 05:00:00
NXTmOu5WtQds2vebGnnxhC7s,Dual Investment Lock,USDT,-707.99000000,USDT,707.99000000,$708.05,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-04-09 01:38:23
NXTPWqvXS7MRMrjh0XRHIRKg,Dual Investment Interest,USDT,1.67935700,USDT,1.67935700,$1.68,-,-,"completed / USDT Interest Earned",2026-04-08 08:07:06
NXT135NOW8hZvtdHAvEkcE0LV,Dual Investment Unlock,USDT,685.03000000,USDT,685.03000000,$685.01,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-04-08 08:07:06
NXT3kx7h7tKNuayAg7U1cTB1c,Withdrawal,SOL,-6.00209434,SOL,6.00209434,$507.26,-,-,"approved / SOL withdrawal",2026-04-08 07:01:10
NXT5yge2vI38Csf7slIHY3YS,Transfer From Pro Wallet,USDT,0.31774000,USDT,0.31774000,$0.32,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-08 06:59:32
NXT5C2nTnO4aE3Dth9FfHDt7E,Transfer From Pro Wallet,SOL,6.00209434,SOL,6.00209434,$507.09,-,-,"approved / SOL Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-08 06:59:26
NXT3FS1nfn1XcV8iYYBdvRfcJ,Transfer From Pro Wallet,NEXO,49.06718200,NEXO,49.06718200,$43.37,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-04-08 06:59:18
NXT2UALoJIjtz3mDhzjpRRsUl,Transfer To Pro Wallet,NEXO,-50.00000000,NEXO,50.00000000,$44.19,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-04-08 06:55:42
NXTFjS8cEVCvz3KwTyGgn6mk,Transfer To Pro Wallet,USDT,-100.00000000,USDT,100.00000000,$99.98,-,-,"approved / USDT Transfer from Savings Wallet to Nexo Pro Wallet",2026-04-08 06:55:22
NXTNuFhj78aPoxcvUs1G5Ccu,Transfer To Pro Wallet,USDC,-409.00000000,USDC,409.00000000,$408.95,-,-,"approved / USDC Transfer from Savings Wallet to Nexo Pro Wallet",2026-04-08 06:55:03
